POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date
1319,Ajinkya Rahane,65,42,5,1,SRH,Sawai Mansingh Stadium,29 April 2018
1320,Sachin Tendulkar,55,42,7,0,RCB,M. Chinnaswamy Stadium,12 April 2011
1321,Swapnil Asnodkar,50,42,7,1,RCB,Sawai Mansingh Stadium,17 May 2008
1322,Dwayne Bravo,64,42,8,1,KKR,Eden Gardens,29 April 2008
1323,Ryan McLaren,51,42,6,1,PWI,DY Patil Stadium,10 April 2011
1324,Michael Hussey,61,42,6,1,PWI,Chidambaram,25 April 2011
1325,Kane Williamson,57,42,2,4,GT,DY Patil Stadium,11 April 2022
1326,Shubman Gill,63,42,7,0,LSG,Maharashtra Cricket Association Stadium,10 May 2022
1327,Parthiv Patel,57,42,7,0,MI,Dubai International Stadium,19 April 2014
1328,Michael Hussey,83,42,11,1,RCB,Chidambaram,16 April 2011
1329,Virat Kohli,55,42,4,1,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
1330,Chris Lynn,62,42,7,1,RCB,M. Chinnaswamy Stadium,29 April 2018
1331,KL Rahul,68,42,3,4,MI,M. Chinnaswamy Stadium,11 May 2016
1332,Jos Buttler,89,42,12,2,GT,Eden Gardens,24 May 2022
1333,Sourav Ganguly,56,42,8,1,DC,Eden Gardens,07 April 2010
1334,Aaron Finch,51,42,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1335,Virat Kohli,52,42,4,0,KKR,M. Chinnaswamy Stadium,02 May 2016
1336,Marcus Stoinis,52,42,3,2,DC,IS Bindra Stadium,07 May 2016
1337,Dinesh Karthik,53,42,5,0,DC,Saurashtra Cricket Association Stadium,03 May 2016
1338,Gautam Gambhir,54,42,6,1,PBKS,Eden Gardens,04 May 2016
1339,Ravi Bopara,77,42,9,2,RCB,M. Chinnaswamy Stadium,16 March 2010
1340,Subramaniam Badrinath,57,42,8,0,PWI,Chidambaram,19 April 2012
1341,Kevin Pietersen,103,42,6,9,DEC,Arun Jaitley Stadium,19 April 2012
1342,Faf du Plessis,58,42,4,2,PWI,Chidambaram,19 April 2012
1343,Jos Buttler,70,42,0,6,RCB,Wankhede Stadium,05 April 2022
1344,Tilak Varma,51,42,3,2,CSK,DY Patil Stadium,21 April 2022
1345,Manan Vohra,67,42,6,2,KKR,M. Chinnaswamy Stadium,01 June 2014
1346,Manish Pandey,64,42,6,2,MI,Zayed Cricket Stadium,16 April 2014
1347,Hardik Pandya,62,42,4,3,RCB,Wankhede Stadium,19 May 2022
1348,Sai Sudharsan,65,42,5,1,PBKS,DY Patil Stadium,03 May 2022
1349,Adam Gilchrist,64,42,9,2,CSK,HPCA Stadium,17 May 2012
1350,Shubman Gill,57,42,5,0,PBKS,Zayed Cricket Stadium,10 October 2020
1351,Karun Nair,83,42,8,3,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1352,Faf du Plessis,58,42,6,0,MI,Zayed Cricket Stadium,19 September 2020
1353,Wriddhiman Saha,67,42,8,1,CSK,Wankhede Stadium,15 May 2022
1354,KL Rahul,74,42,6,0,KKR,Zayed Cricket Stadium,10 October 2020
1355,Ruturaj Gaikwad,65,42,4,3,RCB,Dubai International Stadium,25 October 2020
1356,Ajinkya Rahane,53,43,5,0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
1357,Quinton de Kock,60,43,5,1,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
1358,Virat Kohli,64,43,7,1,GL,Saurashtra Cricket Association Stadium,18 April 2017
1359,Biplap Samantray,55,43,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
1360,Tillakaratne Dilshan,76,43,10,1,RR,Sawai Mansingh Stadium,23 April 2012
1361,Virat Kohli,57,43,5,2,CSK,Chidambaram,12 April 2012
1362,Owais Shah,58,43,3,3,DEC,DY Patil Stadium,12 March 2010
1363,Jacques Kallis,66,43,10,0,MI,Brabourne Stadium,20 March 2010
1364,Tirumalasetti Suman,78,43,6,3,RCB,M. Chinnaswamy Stadium,08 April 2010
1365,Suresh Raina,65,43,3,5,KKR,Eden Gardens,20 May 2014
1366,Ajinkya Rahane,62,43,4,1,RCB,St George's Park,10 May 2009
1367,Andrew Symonds,50,43,3,3,CSK,Chidambaram,14 March 2010
1368,Virat Kohli,58,43,2,2,CSK,Chidambaram,13 April 2013
1369,Herschelle Gibbs,50,43,5,1,KKR,Eden Gardens,01 April 2010
1370,K L Rahul,79,43,3,5,RCB,Eden Gardens,25 May 2022
1371,Ambati Rayudu,54,43,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1372,Gautam Gambhir,63,43,6,1,CSK,Chidambaram,30 April 2012
1373,Shikhar Dhawan,82,43,10,1,MI,ACA-VDCA Stadium,08 May 2016
1374,JP Duminy,74,43,4,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
1375,Robin Uthappa,72,43,6,2,DC,Arun Jaitley Stadium,30 April 2016
1376,KL Rahul,67,43,4,2,KKR,Dubai International Stadium,01 October 2021
1377,Sachin Tendulkar,54,43,3,2,DC,Arun Jaitley Stadium,21 April 2013
1378,Ruturaj Gaikwad,101,43,9,5,RR,Zayed Cricket Stadium,02 October 2021
1379,Suresh Raina,54,43,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
1380,Michael Hussey,56,43,3,2,RCB,JSCA Stadium,22 May 2015
1381,Faf du Plessis,54,43,3,3,RCB,M. Chinnaswamy Stadium,24 May 2014
1382,Rohit Sharma,51,43,4,2,KKR,Barabati Stadium,14 May 2014
1383,Wriddhiman Saha,59,43,4,3,MI,Wankhede Stadium,03 May 2014
1384,David Warner,61,43,4,3,RCB,M. Chinnaswamy Stadium,04 May 2014
1385,Johan Botha,67,43,8,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
1386,Lendl Simmons,68,43,5,3,RCB,Wankhede Stadium,10 May 2015
1387,Kane Williamson,50,43,4,1,KKR,Eden Gardens,14 April 2018
1388,Sachin Tendulkar,100,43,12,3,KTK,Wankhede Stadium,15 April 2011
1389,Shikhar Dhawan,54,43,4,1,KKR,ACA-VDCA Stadium,22 April 2015
1390,Gautam Gambhir,54,43,7,0,PWI,DY Patil Stadium,19 May 2011
1391,Srikkanth Anirudha,64,43,6,2,KKR,Chidambaram,08 April 2011
1392,Rahul Dravid,54,43,8,0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
1393,Gautam Gambhir,50,43,6,0,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
1394,Albie Morkel,73,43,8,1,CSK,Chidambaram,09 April 2015
1395,Ajinkya Rahane,59,43,3,3,PBKS,IS Bindra Stadium,09 May 2013
1396,Manvinder Bisla,92,43,14,2,CSK,Chidambaram,28 April 2013
1397,Paul Collingwood,53,43,3,2,KKR,Arun Jaitley Stadium,29 March 2010
1398,Lendl Simmons,62,43,6,2,RR,Narendra Modi Stadium,19 May 2014
1399,Manish Pandey,59,43,4,3,MI,DY Patil Stadium,04 May 2011
1400,Parthiv Patel,61,44,5,2,PBKS,IS Bindra Stadium,11 May 2013
1401,Virat Kohli,71,44,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
1402,KL Rahul,84,44,7,3,RR,Holkar Cricket Stadium,06 May 2018
1403,JP Duminy,67,44,4,3,RCB,Sharjah Cricket Stadium,17 April 2014
1404,Ajinkya Rahane,72,44,6,1,KKR,Zayed Cricket Stadium,29 April 2014
1405,David Warner,51,44,5,1,DEC,Arun Jaitley Stadium,19 April 2011
1406,Sachin Tendulkar,51,44,3,1,PBKS,Wankhede Stadium,02 May 2011
1407,Shaun Marsh,77,44,6,2,RR,IS Bindra Stadium,09 May 2013
1408,Jacques Kallis,53,44,7,1,DEC,Eden Gardens,11 April 2011
1409,Salman Butt,73,44,10,1,CSK,Eden Gardens,18 May 2008
1410,Rahul Dravid,66,44,9,1,PBKS,M. Chinnaswamy Stadium,05 May 2008
1411,Suresh Raina,52,44,5,1,RCB,Chidambaram,04 May 2015
1412,Brendon McCullum,81,44,7,4,RR,Chidambaram,10 May 2015
1413,Brad Hodge,73,44,5,3,MI,Buffalo Park,01 May 2009
1414,Andre Russell,50,44,5,3,CSK,Chidambaram,09 April 2019
1415,Brad Hodge,50,44,7,0,RCB,Eden Gardens,14 March 2010
1416,Rohit Sharma,51,44,7,0,RCB,Vidarbha Cricket Association Stadium,12 April 2010
1417,Matthew Hayden,89,44,8,6,PBKS,Supersport Park,07 May 2009
1418,Nitish Rana,87,44,10,4,CSK,Dubai International Stadium,29 October 2020
1419,Jonny Bairstow,53,44,2,1,DC,Zayed Cricket Stadium,29 September 2020
1420,Kane Williamson,50,44,2,2,RCB,Zayed Cricket Stadium,06 November 2020
1421,Rahul Tripathi,50,44,4,0,PBKS,IS Bindra Stadium,16 April 2019
1422,Sachin Tendulkar,58,44,6,0,RR,Sawai Mansingh Stadium,20 May 2012
1423,Steve Smith,73,44,7,1,KKR,Sawai Mansingh Stadium,07 April 2019
1424,Ruturaj Gaikwad,53,44,4,1,GT,Wankhede Stadium,15 May 2022
1425,Mandeep Singh,56,44,5,1,CSK,Chidambaram,28 April 2012
1426,Shubman Gill,57,44,10,0,SRH,Dubai International Stadium,03 October 2021
1427,Rohit Sharma,55,44,8,0,KKR,Wankhede Stadium,05 May 2019
1428,Shane Watson,80,44,8,4,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1429,Virat Kohli,99,44,10,4,DC,Arun Jaitley Stadium,10 May 2013
1430,David Warner,70,45,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1431,Manoj Tiwary,58,45,4,2,MI,Wankhede Stadium,16 May 2017
1432,KL Rahul,71,45,6,1,MI,IS Bindra Stadium,30 March 2019
1433,KL Rahul,52,45,3,2,RR,IS Bindra Stadium,16 April 2019
1434,Chris Lynn,51,45,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
1435,Shreyas Iyer,58,45,5,1,PBKS,Arun Jaitley Stadium,20 April 2019
1436,Sachin Tendulkar,59,45,7,0,CSK,Newlands,18 April 2009
1437,Mayank Agarwal,89,45,7,4,DC,Dubai International Stadium,20 September 2020
1438,Sachin Tendulkar,89,45,10,2,RR,Sawai Mansingh Stadium,11 April 2010
1439,Shikhar Dhawan,51,45,7,0,CSK,Arun Jaitley Stadium,26 March 2019
1440,Abhishek Jhunjhunwala,53,45,5,1,DC,Narendra Modi Stadium,15 March 2010
1441,Jacques Kallis,79,45,7,3,MI,Eden Gardens,12 May 2012
1442,Virat Kohli,58,45,6,1,GT,Brabourne - CCI,30 April 2022
1443,JP Duminy,52,45,7,0,DEC,Supersport Park,06 May 2009
1444,Cheteshwar Pujara,51,45,8,0,PBKS,IS Bindra Stadium,06 May 2013
1445,Suresh Raina,61,45,4,2,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
1446,KL Rahul,61,45,7,2,DC,Wankhede Stadium,18 April 2021
1447,Rahul Dravid,53,45,7,0,DC,Sawai Mansingh Stadium,07 May 2013
1448,Dwayne Smith,57,45,9,1,MI,Eden Gardens,24 May 2015
1449,Ajinkya Rahane,64,45,8,1,DC,Narendra Modi Stadium,15 May 2014
1450,Faf du Plessis,76,46,8,2,PBKS,Dubai International Stadium,07 October 2021
1451,Rishabh Pant,58,46,6,0,RCB,Narendra Modi Stadium,27 April 2021
1452,Ravi Bopara,84,46,4,5,RCB,Kingsmead,24 April 2009
1453,Herschelle Gibbs,69,46,6,2,CSK,Kingsmead,27 April 2009
1454,KL Rahul,63,46,7,1,CSK,Dubai International Stadium,04 October 2020
1455,JP Duminy,62,46,4,2,CSK,St George's Park,16 May 2009
1456,Kedar Jadhav,58,46,8,1,MI,Wankhede Stadium,03 April 2019
1457,Sam Curran,52,46,4,2,MI,Sharjah Cricket Stadium,23 October 2020
1458,David Warner,51,46,3,1,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
1459,Ajinkya Rahane,62,46,9,0,SRH,ACA-VDCA Stadium,16 April 2015
1460,Ajinkya Rahane,59,46,6,0,SRH,Zayed Cricket Stadium,18 April 2014
1461,Ajinkya Rahane,68,46,8,1,MI,Sawai Mansingh Stadium,17 April 2013
1462,Aaron Finch,67,46,7,1,MI,Wankhede Stadium,16 April 2016
1463,Mahela Jayawardena,66,46,8,1,KKR,Eden Gardens,03 April 2013
1464,Subramaniam Badrinath,66,46,8,0,PBKS,IS Bindra Stadium,13 April 2011
1465,Jacques Kallis,80,46,7,2,RR,Sawai Mansingh Stadium,15 April 2011
1466,Rohit Sharma,98,46,12,4,KKR,Eden Gardens,08 April 2015
1467,Kumar Sangakkara,60,47,7,1,RR,Newlands,26 April 2009
1468,Riyan Parag,50,47,4,2,DC,Arun Jaitley Stadium,04 May 2019
1469,Jacques Kallis,65,47,7,1,KKR,Eden Gardens,14 March 2010
1470,Chris Gayle,75,47,7,2,MI,Brabourne Stadium,22 March 2010
1471,Herschelle Gibbs,53,47,3,2,RCB,New Wanderers Stadium,24 May 2009
1472,Parthiv Patel,51,47,8,0,PBKS,Wankhede Stadium,31 May 2008
1473,Virat Kohli,80,47,7,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
1474,KL Rahul,95,48,11,2,RR,Sawai Mansingh Stadium,08 May 2018
1475,Jonny Bairstow,63,48,3,3,PBKS,Chidambaram,21 April 2021
1476,Quinton de Kock,69,48,6,2,SRH,Wankhede Stadium,02 May 2019
1477,Manish Pandey,54,48,3,1,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
1478,Herschelle Gibbs,66,48,7,2,KKR,Eden Gardens,12 May 2012
1479,Murali Vijay,54,48,5,1,MI,ACA-VDCA Stadium,13 May 2016
1480,Murali Vijay,53,48,5,2,RPS,IS Bindra Stadium,17 April 2016
1481,Brendon McCullum,84,48,10,2,RCB,Supersport Park,12 May 2009
1482,Jos Buttler,67,48,5,4,MI,DY Patil Stadium,30 April 2022
1483,Shikhar Dhawan,56,48,2,1,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
1484,Mahela Jayawardena,56,48,8,0,PBKS,Arun Jaitley Stadium,15 May 2012
1485,Shikhar Dhawan,50,49,4,1,KKR,Barabati Stadium,22 April 2012
1486,Dwayne Smith,57,49,5,3,MI,Wankhede Stadium,10 May 2014
1487,Tillakaratne Dilshan,59,49,4,2,MI,M. Chinnaswamy Stadium,12 April 2011
1488,Shaun Marsh,64,49,7,1,PWI,IS Bindra Stadium,12 April 2012
1489,Steve Smith,51,49,2,2,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1490,Murali Vijay,55,49,6,0,RR,Sawai Mansingh Stadium,12 May 2013
1491,Mahela Jayawardena,93,49,13,2,DEC,HPCA Stadium,16 April 2010
1492,Mandeep Singh,66,49,8,2,KKR,Sharjah Cricket Stadium,26 October 2020
1493,David Warner,70,49,6,1,PBKS,IS Bindra Stadium,08 April 2019
1494,David Warner,57,50,3,2,CSK,Arun Jaitley Stadium,28 April 2021
1495,Murali Vijay,50,50,3,1,PBKS,IS Bindra Stadium,10 April 2013
1496,KL Rahul,60,50,3,3,MI,Chidambaram,23 April 2021
1497,Vijay Shankar,52,51,6,0,RR,Dubai International Stadium,22 October 2020
1498,Jacques Kallis,58,51,2,2,DC,New Wanderers Stadium,19 May 2009
1499,Matthew Hayden,60,51,4,1,MI,St George's Park,16 May 2009
1500,Gautam Gambhir,57,51,5,0,CSK,Chidambaram,15 April 2010
1501,Brendon McCullum,57,52,8,0,MI,Eden Gardens,19 April 2010
1502,Robin Uthappa,60,52,6,0,DC,Maharashtra Cricket Association's International Stadium,24 April 2012
1503,Parthiv Patel,57,53,4,2,PBKS,Chidambaram,21 March 2010
1504,JP Duminy,59,55,4,0,PBKS,Kingsmead,29 April 2009
